target_id,molecule_chembl_id,standard_type,standard_value,standard_units
CHEMBL2115,CHEMBL5974092,IC50,11.0,nM
CHEMBL2115,CHEMBL5766823,IC50,170.0,nM
CHEMBL2115,CHEMBL6062538,IC50,20.0,nM
CHEMBL2115,CHEMBL5854635,IC50,8.9,nM
CHEMBL2115,CHEMBL5865001,IC50,123.0,nM
CHEMBL2115,CHEMBL5903842,IC50,120.0,nM
CHEMBL2115,CHEMBL6008951,IC50,224.0,nM
CHEMBL2115,CHEMBL6057896,IC50,0.8,nM
CHEMBL2115,CHEMBL5765395,IC50,3.5,nM
CHEMBL2115,CHEMBL5955357,IC50,58.1,nM
CHEMBL2115,CHEMBL5857008,IC50,11.2,nM
CHEMBL2115,CHEMBL5876564,IC50,30.3,nM
CHEMBL2115,CHEMBL6040445,IC50,5.7,nM
CHEMBL2115,CHEMBL5940119,IC50,1.0,nM
CHEMBL2115,CHEMBL5836704,IC50,1.0,nM
CHEMBL2115,CHEMBL5778791,IC50,32.7,nM
CHEMBL2115,CHEMBL5916564,IC50,27.7,nM
CHEMBL2115,CHEMBL6031846,IC50,7192.0,nM
CHEMBL2115,CHEMBL5825227,IC50,0.4,nM
CHEMBL2115,CHEMBL6007478,IC50,0.2,nM
CHEMBL2115,CHEMBL6057843,IC50,0.5,nM
CHEMBL2115,CHEMBL5949734,IC50,9.5,nM
CHEMBL2115,CHEMBL5913092,IC50,2.9,nM
CHEMBL2115,CHEMBL6016827,IC50,2.6,nM
CHEMBL2115,CHEMBL6055525,IC50,16.5,nM
CHEMBL2115,CHEMBL5747460,IC50,3.9,nM
CHEMBL2014,CHEMBL108417,Ki,1062.0,nM
CHEMBL2014,CHEMBL322717,Ki,1016.0,nM
CHEMBL2014,CHEMBL110138,Ki,1135.0,nM
CHEMBL2014,CHEMBL110379,Ki,26.0,nM
CHEMBL2014,CHEMBL448155,Ki,198.0,nM
CHEMBL2014,CHEMBL321462,Ki,684.0,nM
CHEMBL2014,CHEMBL320061,Ki,2593.0,nM
CHEMBL2014,CHEMBL107288,Ki,745.0,nM
CHEMBL2014,CHEMBL108893,Ki,30.0,nM
CHEMBL2014,CHEMBL327118,Ki,420.0,nM
CHEMBL2014,CHEMBL108904,Ki,152.0,nM
CHEMBL2014,CHEMBL324895,Ki,347.0,nM
CHEMBL2014,CHEMBL317479,Ki,14.0,nM
CHEMBL2014,CHEMBL320804,Ki,94.0,nM
CHEMBL2014,CHEMBL110933,Ki,367.0,nM
CHEMBL2014,CHEMBL106084,Ki,772.0,nM
CHEMBL2014,CHEMBL106190,Ki,680.0,nM
CHEMBL2014,CHEMBL316961,Ki,31.0,nM
CHEMBL2014,CHEMBL110126,Ki,94.0,nM
CHEMBL2014,CHEMBL106359,Ki,1345.0,nM
CHEMBL2014,CHEMBL324897,Ki,64.0,nM
CHEMBL2014,CHEMBL108995,Ki,34.0,nM
CHEMBL2014,CHEMBL108900,Ki,49.0,nM
CHEMBL2014,CHEMBL106235,Ki,570.0,nM
CHEMBL2014,CHEMBL108894,Ki,58.0,nM
CHEMBL2014,CHEMBL419179,Ki,105.0,nM
CHEMBL2014,CHEMBL106155,Ki,185.0,nM
CHEMBL2014,CHEMBL316961,Ki,236.0,nM
CHEMBL2014,CHEMBL106785,Ki,3221.0,nM
CHEMBL2014,CHEMBL320582,Ki,2532.0,nM
CHEMBL2014,CHEMBL324635,Ki,37.0,nM
CHEMBL2014,CHEMBL106043,Ki,7222.0,nM
CHEMBL2014,CHEMBL431445,Ki,191.0,nM
CHEMBL2014,CHEMBL106366,Ki,79.0,nM
CHEMBL2014,CHEMBL357076,Ki,2.3,nM
CHEMBL2014,CHEMBL286411,Ki,39.0,nM
CHEMBL2014,CHEMBL283301,Ki,824.0,nM
CHEMBL2014,CHEMBL26521,Ki,1054.0,nM
CHEMBL2014,CHEMBL2113273,Ki,184.0,nM
CHEMBL2014,CHEMBL27018,Ki,692.0,nM
CHEMBL2014,CHEMBL2113262,Ki,51.0,nM
CHEMBL2014,CHEMBL27539,Ki,437.0,nM
CHEMBL2014,CHEMBL284217,Ki,125.0,nM
CHEMBL2014,CHEMBL280778,Ki,16.0,nM
CHEMBL2014,CHEMBL281322,Ki,410.0,nM
CHEMBL2014,CHEMBL29571,Ki,1259.0,nM
CHEMBL2014,CHEMBL282376,Ki,1239.0,nM
CHEMBL2014,CHEMBL418197,Ki,4358.0,nM
CHEMBL2014,CHEMBL26909,Ki,414.0,nM
CHEMBL2014,CHEMBL26681,Ki,634.0,nM
CHEMBL2014,CHEMBL26464,Ki,111.0,nM
CHEMBL2014,CHEMBL282195,Ki,89.0,nM
CHEMBL2014,CHEMBL29953,Ki,11.0,nM
CHEMBL2014,CHEMBL146191,IC50,6.8,nM
CHEMBL2014,CHEMBL146191,IC50,20.0,nM
CHEMBL2014,CHEMBL357076,IC50,2.3,nM
CHEMBL2014,CHEMBL357076,IC50,5.6,nM
CHEMBL2014,CHEMBL300616,IC50,200.0,nM
CHEMBL2014,CHEMBL300616,IC50,10000.0,nM
CHEMBL2014,CHEMBL146013,IC50,6.8,nM
CHEMBL2014,CHEMBL146013,IC50,20.0,nM
CHEMBL2014,CHEMBL146462,IC50,820.0,nM
CHEMBL2014,CHEMBL146462,IC50,10000.0,nM
CHEMBL2014,CHEMBL146054,IC50,5.9,nM
CHEMBL2014,CHEMBL146054,IC50,10000.0,nM
CHEMBL2014,CHEMBL140979,Ki,8.2,nM
CHEMBL2014,CHEMBL266609,Ki,44.0,nM
CHEMBL2014,CHEMBL356210,Ki,2130.0,nM
CHEMBL2014,CHEMBL355931,Ki,35.0,nM
CHEMBL2014,CHEMBL2371034,Ki,1700.0,nM
CHEMBL2014,CHEMBL358403,Ki,34.0,nM
CHEMBL2014,CHEMBL396460,Ki,0.1,nM
CHEMBL2014,CHEMBL109598,Ki,47.0,nM
CHEMBL2014,CHEMBL112974,Ki,82.0,nM
CHEMBL2014,CHEMBL111347,Ki,12.0,nM
CHEMBL2014,CHEMBL111192,Ki,12.0,nM
CHEMBL2014,CHEMBL320991,Ki,502.0,nM
CHEMBL2014,CHEMBL109223,Ki,10000.0,nM
CHEMBL2014,CHEMBL111139,Ki,10000.0,nM
CHEMBL2014,CHEMBL326030,Ki,153.0,nM
CHEMBL2014,CHEMBL111230,Ki,33.0,nM
CHEMBL2014,CHEMBL109509,Ki,1194.0,nM
CHEMBL2014,CHEMBL320058,Ki,1106.0,nM
CHEMBL2014,CHEMBL322515,Ki,116.0,nM
CHEMBL2014,CHEMBL323729,Ki,715.0,nM
CHEMBL2014,CHEMBL111105,Ki,6520.0,nM
CHEMBL2014,CHEMBL111329,Ki,10000.0,nM
CHEMBL2014,CHEMBL113684,Ki,102.0,nM
CHEMBL2014,CHEMBL325536,Ki,225.0,nM
CHEMBL2014,CHEMBL108695,Ki,234.0,nM
CHEMBL2014,CHEMBL109916,Ki,692.0,nM
CHEMBL2014,CHEMBL111628,Ki,1270.0,nM
CHEMBL2014,CHEMBL320342,Ki,10000.0,nM
CHEMBL2014,CHEMBL109803,Ki,307.0,nM
CHEMBL2014,CHEMBL325774,Ki,827.0,nM
CHEMBL2014,CHEMBL321685,Ki,10000.0,nM
CHEMBL2014,CHEMBL111233,Ki,879.0,nM
CHEMBL2014,CHEMBL109563,Ki,135.0,nM
CHEMBL2014,CHEMBL405212,Ki,2.2,nM
CHEMBL2014,CHEMBL438537,Ki,0.06,nM
CHEMBL2014,CHEMBL415584,Ki,0.48,nM
CHEMBL2014,CHEMBL264084,Ki,0.1,nM
CHEMBL2014,CHEMBL414543,Ki,6.7,nM
CHEMBL2014,CHEMBL266191,Ki,0.05,nM
CHEMBL2014,CHEMBL414541,Ki,20.0,nM
CHEMBL2014,CHEMBL396460,Ki,0.3,nM
CHEMBL2014,CHEMBL410979,Ki,0.15,nM
CHEMBL2014,CHEMBL414542,Ki,0.05,nM
CHEMBL2014,CHEMBL408356,Ki,0.08,nM
CHEMBL2014,CHEMBL427617,Ki,15.0,nM
CHEMBL2014,CHEMBL436732,Ki,1.1,nM
CHEMBL2014,CHEMBL415845,Ki,0.02,nM
CHEMBL2014,CHEMBL418105,Ki,2.2,nM
CHEMBL2014,CHEMBL567175,Ki,0.03,nM
CHEMBL2014,CHEMBL420863,IC50,283.0,nM
CHEMBL2014,CHEMBL114379,IC50,38.0,nM
CHEMBL2014,CHEMBL325945,IC50,434.0,nM
CHEMBL2014,CHEMBL115280,IC50,2420.0,nM
CHEMBL2014,CHEMBL325750,IC50,758.0,nM
CHEMBL2014,CHEMBL115222,IC50,19.0,nM
CHEMBL2014,CHEMBL114484,IC50,1910.0,nM
CHEMBL2014,CHEMBL115652,IC50,97.0,nM
CHEMBL2014,CHEMBL326962,IC50,340.0,nM
CHEMBL2014,CHEMBL3144469,Ki,27.0,nM
CHEMBL2014,CHEMBL431002,Ki,39.81,nM
CHEMBL2014,CHEMBL77877,Ki,10.0,nM
CHEMBL2014,CHEMBL28198,Ki,24.0,nM
CHEMBL2014,CHEMBL1907858,Ki,1.995,nM
CHEMBL2014,CHEMBL27699,Ki,2.9,nM
CHEMBL2014,CHEMBL283910,Ki,2.8,nM
CHEMBL2014,CHEMBL3144471,Ki,34.0,nM
CHEMBL2014,CHEMBL281274,Ki,0.631,nM
CHEMBL2014,CHEMBL447779,Ki,5.8,nM
CHEMBL2014,CHEMBL3144470,Ki,5000.0,nM
CHEMBL2014,CHEMBL77324,Ki,1.585,nM
CHEMBL2014,CHEMBL75676,Ki,5.012,nM
CHEMBL2014,CHEMBL3144468,Ki,72.0,nM
CHEMBL2014,CHEMBL281274,Ki,0.52,nM
CHEMBL2014,CHEMBL312021,Ki,1.259,nM
CHEMBL2014,CHEMBL419272,Ki,3.981,nM
CHEMBL2014,CHEMBL280827,Ki,1.4,nM
CHEMBL2014,CHEMBL283617,Ki,7.3,nM
CHEMBL2014,CHEMBL26999,Ki,6.3,nM
CHEMBL2014,CHEMBL3144464,Ki,5000.0,nM
CHEMBL2014,CHEMBL308522,Ki,3.981,nM
CHEMBL2014,CHEMBL78156,Ki,0.3162,nM
CHEMBL2014,CHEMBL27729,Ki,3.3,nM
CHEMBL2014,CHEMBL28172,Ki,2.5,nM
CHEMBL2014,CHEMBL78163,Ki,10.0,nM
CHEMBL2014,CHEMBL283480,Ki,5.6,nM
CHEMBL2014,CHEMBL284414,Ki,0.7,nM
CHEMBL2014,CHEMBL283265,Ki,6.8,nM
CHEMBL2014,CHEMBL355202,Ki,0.2512,nM
CHEMBL2014,CHEMBL311185,Ki,15.85,nM
CHEMBL2014,CHEMBL283432,Ki,8.5,nM
CHEMBL2014,CHEMBL26638,Ki,10.2,nM
CHEMBL2014,CHEMBL3144472,Ki,5000.0,nM
CHEMBL2014,CHEMBL27460,Ki,2.1,nM
CHEMBL2014,CHEMBL285377,Ki,15.3,nM
CHEMBL2014,CHEMBL3144465,Ki,45.0,nM
CHEMBL2014,CHEMBL305861,Ki,100.0,nM
CHEMBL2014,CHEMBL418020,Ki,20.7,nM
CHEMBL2014,CHEMBL306150,Ki,1.585,nM
CHEMBL2014,CHEMBL27093,Ki,218.0,nM
CHEMBL2014,CHEMBL3144467,Ki,5000.0,nM
CHEMBL2014,CHEMBL26483,Ki,15.0,nM
CHEMBL2014,CHEMBL26987,Ki,7.2,nM
CHEMBL2014,CHEMBL27716,Ki,2.5,nM
CHEMBL2014,CHEMBL330291,Ki,0.6457,nM
CHEMBL2014,CHEMBL101454,Ki,1.39,nM
CHEMBL2014,CHEMBL2112346,Ki,1.66,nM
CHEMBL2014,CHEMBL97979,Ki,253.0,nM
CHEMBL2014,CHEMBL99738,Ki,71.2,nM
CHEMBL2014,CHEMBL100938,Ki,15.5,nM
CHEMBL2014,CHEMBL316699,Ki,5.64,nM
CHEMBL2014,CHEMBL320182,Ki,15.6,nM
CHEMBL2014,CHEMBL2112343,Ki,2.138,nM
CHEMBL2014,CHEMBL328411,Ki,135.0,nM
CHEMBL2014,CHEMBL418980,Ki,3.96,nM
CHEMBL2014,CHEMBL2112345,Ki,1.202,nM
CHEMBL2014,CHEMBL315551,Ki,0.4467,nM
CHEMBL2014,CHEMBL102900,Ki,7.49,nM
CHEMBL2014,CHEMBL2112407,Ki,22.0,nM
CHEMBL2014,CHEMBL101676,Ki,29.3,nM
CHEMBL2014,CHEMBL2112347,Ki,1.66,nM
CHEMBL2014,CHEMBL2112344,Ki,2.188,nM
CHEMBL2014,CHEMBL317152,Ki,6.04,nM
CHEMBL2014,CHEMBL320874,Ki,201.0,nM
CHEMBL2014,CHEMBL2112345,Ki,0.5495,nM
CHEMBL2014,CHEMBL2112341,Ki,2.089,nM
CHEMBL2014,CHEMBL319307,Ki,4.67,nM
CHEMBL2014,CHEMBL2112348,Ki,0.7762,nM
CHEMBL2014,CHEMBL316086,Ki,0.5248,nM
CHEMBL2014,CHEMBL100574,Ki,10000.0,nM
CHEMBL2014,CHEMBL2112342,Ki,0.6607,nM
CHEMBL2014,CHEMBL101118,Ki,11.7,nM
CHEMBL2014,CHEMBL2111608,Ki,27.9,nM
CHEMBL2014,CHEMBL140103,Ki,7.0,nM
CHEMBL2014,CHEMBL140979,Ki,8.2,nM
CHEMBL2014,CHEMBL143720,Ki,,
CHEMBL2014,CHEMBL143243,Ki,85.6,nM
CHEMBL2014,CHEMBL337128,Ki,2.3,nM
CHEMBL2014,CHEMBL342580,Ki,2.2,nM
CHEMBL2014,CHEMBL142454,Ki,2.6,nM
CHEMBL2014,CHEMBL142999,Ki,13.2,nM
CHEMBL2014,CHEMBL344797,Ki,,
CHEMBL2014,CHEMBL139816,Ki,369.3,nM
CHEMBL2014,CHEMBL87445,Ki,,
CHEMBL2014,CHEMBL143956,Ki,,
CHEMBL2014,CHEMBL336238,Ki,50.7,nM
CHEMBL2014,CHEMBL422641,Ki,82.4,nM
CHEMBL2014,CHEMBL358306,Ki,79.9,nM
CHEMBL2014,CHEMBL141078,Ki,121.2,nM
CHEMBL2014,CHEMBL434060,Ki,1.8,nM
CHEMBL2014,CHEMBL139776,Ki,1.8,nM
CHEMBL2014,CHEMBL142281,Ki,,
CHEMBL2014,CHEMBL140640,Ki,1.8,nM
CHEMBL2014,CHEMBL139934,Ki,6.5,nM
CHEMBL2014,CHEMBL143546,Ki,,
CHEMBL2014,CHEMBL139566,Ki,46.7,nM
CHEMBL2014,CHEMBL140580,Ki,37.3,nM
CHEMBL2014,CHEMBL143605,Ki,20.4,nM
CHEMBL2014,CHEMBL140519,Ki,11.8,nM
CHEMBL2014,CHEMBL343424,Ki,88.5,nM
CHEMBL2014,CHEMBL143598,Ki,,
CHEMBL2014,CHEMBL435511,IC50,3.04,nM
CHEMBL2014,CHEMBL442113,IC50,3.03,nM
CHEMBL2014,CHEMBL406718,IC50,0.471,nM
CHEMBL2014,CHEMBL268145,IC50,2710.0,nM
CHEMBL2014,CHEMBL384866,IC50,37.2,nM
CHEMBL2014,CHEMBL266667,IC50,8.7,nM
CHEMBL2014,CHEMBL265801,IC50,0.286,nM
CHEMBL2014,CHEMBL437915,IC50,0.52,nM
CHEMBL2014,CHEMBL405451,IC50,874.0,nM
CHEMBL2014,CHEMBL269029,IC50,0.833,nM
CHEMBL2014,CHEMBL443591,IC50,0.122,nM
CHEMBL2014,CHEMBL384755,IC50,0.353,nM
CHEMBL2014,CHEMBL424934,IC50,4.97,nM
CHEMBL2014,CHEMBL405948,IC50,1290.0,nM
CHEMBL2014,CHEMBL406010,IC50,387.0,nM
CHEMBL2014,CHEMBL291901,Ki,786.0,nM
CHEMBL2014,CHEMBL53256,Ki,0.49,nM
CHEMBL2014,CHEMBL51972,Ki,5.7,nM
CHEMBL2014,CHEMBL299660,Ki,535.0,nM
CHEMBL2014,CHEMBL54603,Ki,189.0,nM
CHEMBL2014,CHEMBL300616,IC50,200.0,nM
CHEMBL2014,CHEMBL54735,Ki,28.7,nM
CHEMBL2014,CHEMBL396460,Ki,0.06,nM
CHEMBL2014,CHEMBL52604,Ki,19.6,nM
CHEMBL2014,CHEMBL396460,Ki,0.04898,nM
CHEMBL2014,CHEMBL264846,Ki,0.02188,nM
CHEMBL2014,CHEMBL410653,Ki,0.006918,nM
CHEMBL2014,CHEMBL414782,Ki,0.004786,nM
CHEMBL2014,CHEMBL414767,Ki,0.1288,nM
CHEMBL2014,CHEMBL263588,Ki,0.04786,nM
CHEMBL2014,CHEMBL262544,Ki,0.03162,nM
CHEMBL2014,CHEMBL442297,Ki,0.01995,nM
CHEMBL2014,CHEMBL411621,Ki,0.4169,nM
CHEMBL2014,CHEMBL413944,Ki,0.2399,nM
CHEMBL2014,CHEMBL410145,Ki,0.1288,nM
CHEMBL2014,CHEMBL411649,Ki,0.02512,nM
CHEMBL2014,CHEMBL424971,Ki,12.0,nM
CHEMBL2014,CHEMBL424971,IC50,957.0,nM
CHEMBL2014,CHEMBL183242,Ki,620.0,nM
CHEMBL2014,CHEMBL434150,Ki,1115.0,nM
CHEMBL2014,CHEMBL180402,Ki,282.0,nM
CHEMBL2014,CHEMBL182049,Ki,905.0,nM
CHEMBL2014,CHEMBL360972,Ki,1920.0,nM
CHEMBL2014,CHEMBL182995,Ki,126.0,nM
CHEMBL2014,CHEMBL182995,IC50,5179.0,nM
CHEMBL2014,CHEMBL367367,Ki,32.0,nM
CHEMBL2014,CHEMBL367367,IC50,9837.0,nM
CHEMBL2014,CHEMBL179797,Ki,52.0,nM
CHEMBL2014,CHEMBL179797,IC50,1532.0,nM
CHEMBL2014,CHEMBL183603,Ki,838.0,nM
CHEMBL2014,CHEMBL183323,Ki,60.0,nM
CHEMBL2014,CHEMBL182410,Ki,20.0,nM
CHEMBL2014,CHEMBL182410,IC50,1058.0,nM
CHEMBL2014,CHEMBL182144,Ki,108.0,nM
CHEMBL2014,CHEMBL264288,Ki,462.0,nM
CHEMBL2014,CHEMBL178318,Ki,28.0,nM
CHEMBL2014,CHEMBL178318,IC50,1081.0,nM
CHEMBL2014,CHEMBL181342,Ki,768.0,nM
CHEMBL2014,CHEMBL182328,Ki,38.2,nM
CHEMBL2014,CHEMBL182328,IC50,797.0,nM
CHEMBL2014,CHEMBL182328,Ki,125.0,nM
CHEMBL2014,CHEMBL362240,Ki,509.0,nM
CHEMBL2014,CHEMBL183918,Ki,815.0,nM
CHEMBL2014,CHEMBL182819,Ki,8.3,nM
CHEMBL2014,CHEMBL182819,IC50,240.0,nM
CHEMBL2014,CHEMBL360326,Ki,10.8,nM
CHEMBL2014,CHEMBL360326,IC50,140.0,nM
CHEMBL2014,CHEMBL369786,Ki,42.0,nM
CHEMBL2014,CHEMBL181830,Ki,37.0,nM
CHEMBL2014,CHEMBL183135,Ki,24.0,nM
CHEMBL2014,CHEMBL183135,IC50,1730.0,nM
CHEMBL2014,CHEMBL369540,Ki,113.0,nM
CHEMBL2014,CHEMBL361576,Ki,25.0,nM
CHEMBL2014,CHEMBL361576,IC50,244.0,nM
CHEMBL2014,CHEMBL182202,Ki,39.0,nM
CHEMBL2014,CHEMBL182202,IC50,165.0,nM
CHEMBL2014,CHEMBL180499,Ki,218.0,nM
CHEMBL2014,CHEMBL181389,Ki,14.0,nM
CHEMBL2014,CHEMBL181389,IC50,128.0,nM
CHEMBL2014,CHEMBL183355,Ki,11.0,nM
CHEMBL2014,CHEMBL183355,IC50,131.0,nM
CHEMBL2014,CHEMBL427683,Ki,4.0,nM
CHEMBL2014,CHEMBL427683,IC50,38.0,nM
CHEMBL2014,CHEMBL360326,Ki,11.0,nM
CHEMBL2014,CHEMBL360326,IC50,141.0,nM
CHEMBL2014,CHEMBL262104,Ki,3.0,nM
CHEMBL2014,CHEMBL262104,IC50,80.0,nM
CHEMBL2014,CHEMBL641,IC50,5000.0,nM
CHEMBL2014,CHEMBL361467,IC50,5000.0,nM
CHEMBL2014,CHEMBL182131,Ki,3592.0,nM
CHEMBL2014,CHEMBL184864,Ki,2297.0,nM
CHEMBL2014,CHEMBL184865,Ki,609.0,nM
CHEMBL2014,CHEMBL187907,Ki,9535.0,nM
CHEMBL2014,CHEMBL364147,Ki,7114.0,nM
CHEMBL2014,CHEMBL187183,Ki,4461.0,nM
CHEMBL2014,CHEMBL435091,Ki,5670.0,nM
CHEMBL2014,CHEMBL184547,Ki,3454.0,nM
CHEMBL2014,CHEMBL184646,Ki,225.0,nM
CHEMBL2014,CHEMBL184698,Ki,357.0,nM
CHEMBL2014,CHEMBL183464,Ki,5102.0,nM
CHEMBL2014,CHEMBL186773,Ki,18.0,nM
CHEMBL2014,CHEMBL364844,Ki,41.0,nM
CHEMBL2014,CHEMBL181545,Ki,63.0,nM
CHEMBL2014,CHEMBL186822,Ki,3.9,nM
CHEMBL2014,CHEMBL396460,Ki,0.18,nM
CHEMBL2014,CHEMBL38874,Ki,,nM
CHEMBL2014,CHEMBL187117,Ki,10000.0,nM
CHEMBL2014,CHEMBL187743,Ki,10000.0,nM
CHEMBL2014,CHEMBL361926,Ki,1878.0,nM
CHEMBL2014,CHEMBL362160,Ki,83.0,nM
CHEMBL2014,CHEMBL184328,Ki,46.0,nM
CHEMBL2014,CHEMBL365870,Ki,2614.0,nM
CHEMBL2014,CHEMBL184234,Ki,28.7,nM
CHEMBL2014,CHEMBL184127,Ki,6.1,nM
CHEMBL2014,CHEMBL184260,Ki,231.0,nM
CHEMBL2014,CHEMBL184381,Ki,40.0,nM
CHEMBL2014,CHEMBL184451,Ki,187.0,nM
CHEMBL2014,CHEMBL184127,Ki,2.6,nM
CHEMBL2014,CHEMBL184127,Ki,3.7,nM
CHEMBL2014,CHEMBL185415,Ki,33.0,nM
CHEMBL2014,CHEMBL364398,Ki,7.4,nM
CHEMBL2014,CHEMBL182967,Ki,5.0,nM
CHEMBL2014,CHEMBL321685,Ki,10000.0,nM
CHEMBL2014,CHEMBL186795,Ki,505.0,nM
CHEMBL2014,CHEMBL841,Ki,10000.0,nM
CHEMBL2014,CHEMBL421665,Ki,2151.0,nM
CHEMBL2014,CHEMBL364625,Ki,78.0,nM
CHEMBL2014,CHEMBL186300,Ki,590.0,nM
CHEMBL2014,CHEMBL186938,Ki,149.0,nM
CHEMBL2014,CHEMBL187648,Ki,10000.0,nM
CHEMBL2014,CHEMBL184689,Ki,10000.0,nM
CHEMBL2014,CHEMBL187038,Ki,10000.0,nM
CHEMBL2014,CHEMBL184496,Ki,10000.0,nM
CHEMBL2014,CHEMBL187083,Ki,10000.0,nM
CHEMBL2014,CHEMBL185706,Ki,10000.0,nM
CHEMBL2014,CHEMBL322515,Ki,116.0,nM
CHEMBL2014,CHEMBL186426,Ki,372.0,nM
CHEMBL2014,CHEMBL325536,Ki,225.0,nM
CHEMBL2014,CHEMBL111233,Ki,879.0,nM
CHEMBL2014,CHEMBL109509,Ki,1194.0,nM
CHEMBL2014,CHEMBL383561,IC50,3600.0,nM
CHEMBL2014,CHEMBL198099,IC50,800.0,nM
CHEMBL2014,CHEMBL427010,IC50,510.0,nM
CHEMBL2014,CHEMBL434944,IC50,100.0,nM
CHEMBL2014,CHEMBL370782,IC50,1120.0,nM
CHEMBL2014,CHEMBL198167,IC50,820.0,nM
CHEMBL2014,CHEMBL382086,IC50,10000.0,nM
CHEMBL2014,CHEMBL373222,IC50,710.0,nM
CHEMBL2014,CHEMBL198678,IC50,470.0,nM
CHEMBL2014,CHEMBL444620,IC50,250.0,nM
CHEMBL2014,CHEMBL197880,IC50,880.0,nM
CHEMBL2014,CHEMBL264066,IC50,140.0,nM
CHEMBL2014,CHEMBL198322,IC50,10000.0,nM
CHEMBL2014,CHEMBL372135,IC50,10000.0,nM
CHEMBL2014,CHEMBL372779,IC50,10000.0,nM
CHEMBL2014,CHEMBL370226,IC50,1080.0,nM
CHEMBL2014,CHEMBL380580,IC50,900.0,nM
CHEMBL2014,CHEMBL198046,IC50,350.0,nM
CHEMBL2014,CHEMBL197942,IC50,100.0,nM
CHEMBL2014,CHEMBL198829,IC50,10000.0,nM
CHEMBL2014,CHEMBL440038,IC50,10000.0,nM
CHEMBL2014,CHEMBL373190,IC50,180.0,nM
CHEMBL2014,CHEMBL196765,IC50,10000.0,nM
CHEMBL2014,CHEMBL380603,IC50,290.0,nM
CHEMBL2014,CHEMBL197735,IC50,680.0,nM
CHEMBL2014,CHEMBL199248,IC50,380.0,nM
CHEMBL2014,CHEMBL383371,IC50,1310.0,nM
CHEMBL2014,CHEMBL372184,IC50,120.0,nM
CHEMBL2014,CHEMBL198867,IC50,83.0,nM
CHEMBL2014,CHEMBL370613,IC50,120.0,nM
CHEMBL2014,CHEMBL198604,IC50,320.0,nM
CHEMBL2014,CHEMBL197959,IC50,10000.0,nM
CHEMBL2014,CHEMBL381429,IC50,2400.0,nM
CHEMBL2014,CHEMBL199095,IC50,2750.0,nM
CHEMBL2014,CHEMBL434179,IC50,2680.0,nM
CHEMBL2014,CHEMBL194200,IC50,32.0,nM
CHEMBL2014,CHEMBL199011,IC50,150.0,nM
CHEMBL2014,CHEMBL369945,IC50,450.0,nM
CHEMBL2014,CHEMBL437505,IC50,37.0,nM
CHEMBL2014,CHEMBL198600,IC50,600.0,nM
CHEMBL2014,CHEMBL197727,IC50,23.0,nM
CHEMBL2014,CHEMBL373220,IC50,10000.0,nM
CHEMBL2014,CHEMBL197895,IC50,7400.0,nM
CHEMBL2014,CHEMBL383610,IC50,6000.0,nM
CHEMBL2014,CHEMBL200621,IC50,10000.0,nM
CHEMBL2014,CHEMBL372567,IC50,10400.0,nM
CHEMBL2014,CHEMBL200883,IC50,10000.0,nM
CHEMBL2014,CHEMBL436295,IC50,10000.0,nM
CHEMBL2014,CHEMBL372995,IC50,10000.0,nM
CHEMBL2014,CHEMBL200695,IC50,13400.0,nM
CHEMBL2014,CHEMBL371550,IC50,15000.0,nM
CHEMBL2014,CHEMBL373198,IC50,5800.0,nM
CHEMBL2014,CHEMBL200882,IC50,3850.0,nM
CHEMBL2014,CHEMBL381419,IC50,1000.0,nM
CHEMBL2014,CHEMBL425753,IC50,1000.0,nM
CHEMBL2014,CHEMBL200227,IC50,10000.0,nM
CHEMBL2014,CHEMBL373170,IC50,1000.0,nM
CHEMBL2014,CHEMBL200257,IC50,10000.0,nM
CHEMBL2014,CHEMBL371966,IC50,7000.0,nM
CHEMBL2014,CHEMBL200204,IC50,15000.0,nM
CHEMBL2014,CHEMBL200371,IC50,130.0,nM
CHEMBL2014,CHEMBL371267,IC50,310.0,nM
CHEMBL2014,CHEMBL373053,IC50,10000.0,nM
CHEMBL2014,CHEMBL200728,IC50,10000.0,nM
CHEMBL2014,CHEMBL383610,IC50,6000.0,nM
CHEMBL2014,CHEMBL425929,IC50,4000.0,nM
CHEMBL2014,CHEMBL383539,IC50,3700.0,nM
CHEMBL2014,CHEMBL371267,IC50,300.0,nM
CHEMBL2014,CHEMBL200053,IC50,10000.0,nM
CHEMBL2014,CHEMBL201226,IC50,10000.0,nM
CHEMBL2014,CHEMBL201945,IC50,0.27,nM
CHEMBL2014,CHEMBL357076,IC50,2.4,nM
CHEMBL2014,CHEMBL202225,IC50,0.22,nM
CHEMBL2014,CHEMBL370870,IC50,47.0,nM
CHEMBL2014,CHEMBL201805,IC50,83.0,nM
CHEMBL2014,CHEMBL202443,IC50,8.2,nM
CHEMBL2014,CHEMBL202438,IC50,1000.0,nM
CHEMBL2014,CHEMBL201964,IC50,1000.0,nM
CHEMBL2014,CHEMBL200987,IC50,1000.0,nM
CHEMBL2014,CHEMBL372774,IC50,1000.0,nM
CHEMBL2014,CHEMBL199639,IC50,12.0,nM
CHEMBL2014,CHEMBL203256,IC50,1000.0,nM
CHEMBL2014,CHEMBL201694,IC50,580.0,nM
CHEMBL2014,CHEMBL202715,IC50,1000.0,nM
CHEMBL2014,CHEMBL203247,IC50,1000.0,nM
